,TotalT,Temp,LSR,CA,Size,IsoT,HeatT,Ramp,F_X,Ro,logRo,P,Yield,ID,Source,NN Err
1405,150.0,388.15,10.0,1.0195862518989796,0.5,120.0,30.0,3.0,19.77272727272727,331.76964751746783,5.804440895324419,9.537229998829538,64.73563218390804,45,PrehydrolysisOfEucalyptusWoodWithDiluteSulphuricAcidAutoclave.xlsx,2.7454664734588192
1406,226.0,398.15,12.0,0.06729269262533262,0.9,216.0,10.0,10.0,19.34090909090909,1176.3758313945034,7.0701936619214525,45.62515230074146,48.3,43,optimizing_xylose_production_from_pinewood_sawdust_through_dilute_phosphoric_acid_hydrolysis.xlsx,3.767199707031253
1407,35.92203811219561,398.15,8.0,0.2039359641072704,8.0,23.422038112195626,12.5,8.0,18.863636363636367,127.56073869068464,4.848592633052376,4.9473798891791505,81.74058705623537,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.6354234820166198
1408,180.3333333333,413.15,5.0,0.08156690015191835,0.38,180.0,0.333333,5.75,22.38636363636364,2710.3180203459906,7.90482125766987,150.74966888384418,61.1979695431472,46,prehydrolysis_of_hardwoods_with_dilute_sulfuric_acid.xlsx,10.78080548126686
1409,36.95,448.15,8.0,0.0,8.0,18.2,18.75,8.0,18.863636363636367,2940.007339607108,7.9861673567946125,264.969046397559,9.287710843373493,34,MildAutohydrolysisAnEnvironmentallyFriendlyTechnologXyl.xlsx,6.345935044575885
1410,90.0,433.15,4.5,0.21725,4.0,90.0,0.0,0.0,17.2386,5258.527273489599,8.567606280499756,407.77290098149786,14.395286868553855,47,pretreatment_of_hardwood_chips_via_autohydrolysis_supported_by_acetic_and_formic_acid.xlsx,49.30125396396568
1411,41.42857142857143,483.15,15.0,0.0,0.59,15.0,26.42857142857143,7.0,15.0,25995.463467126898,10.165677319746278,2510.0379461635885,32.2,37,OptimizationofHydrothermalACS.xlsx,16.41878204345703
1412,215.0,403.15,10.0,1.0195862518989796,0.5,180.0,35.0,3.0,19.77272727272727,1375.8887376733105,7.226855155974955,60.866804432334796,56.137931034482776,45,PrehydrolysisOfEucalyptusWoodWithDiluteSulphuricAcidAutoclave.xlsx,8.599121882997693
1413,330.0,388.15,10.0,1.2235035022787752,0.5,300.0,30.0,3.0,19.77272727272727,829.4241187936694,6.720731627198575,23.843074997073842,62.20689655172415,45,PrehydrolysisOfEucalyptusWoodWithDiluteSulphuricAcidAutoclave.xlsx,1.43003200662546
1414,98.9733656309164,453.15,40.0,0.0,0.425,95.20547945205459,3.767886178861788,41.137123745819395,20.9,21585.267719987627,9.979766310969767,2010.5283496955176,72.3786135686708,8,DegradationKineticsOfTheMainCarbohydratesInBirchWoodDuringHotWaterExtractionInABatchReactor.xlsx,6.683552838690332
1415,20.0,433.15,6.0,0.5,0.5,20.0,0.0,0.0,14.64,1168.561616331022,7.063528883723482,90.61620021811063,66.00000000000001,39,optimization_of_acid_hydrolysis_from_the_hemicellulosic_fraction_of_eucalyptus.xlsx,2.121307373046889
1416,10.0,483.15,8.0,8.51e-06,0.509,10.0,0.0,0.0,21.375,17330.308978084602,9.760212211638112,1673.3586307757255,28.71153641679958,53,SequentialFentonOxidationAndHydrothermalTreatmentToImproveTheEffectOfPretreatment.xlsx,14.098808279245343
1417,110.3333333333,413.15,5.0,0.08156690015191835,0.38,110.0,0.333333,5.75,22.38636363636364,1656.3054568781054,7.412344772572077,92.12479765123811,61.1979695431472,46,prehydrolysis_of_hardwoods_with_dilute_sulfuric_acid.xlsx,17.512487518000718
1418,19.470854293179396,408.15,8.0,0.3059039461609055,8.0,5.7208542931794,13.75,8.0,18.863636363636367,61.37481072051444,4.1169995021264585,3.0613951077456205,81.59615147210685,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,1.1792126903685727
1419,20.577688654410238,388.15,8.0,0.10196798205363516,8.0,9.32768865441024,11.25,8.0,18.863636363636367,25.788699808553076,3.2499364040645484,0.7413359337881938,82.58487159642941,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.7008415993713726
1420,735.58,373.73,10.0,2.039172503797959,0.5,660.0,75.58,1.0,19.77272727272727,686.4695500827597,6.531561868918779,11.685409930663726,95.08045977011496,44,PrehydrolysisOfEucalyptusWoodWithDiluteSulphuricAcidAtmostpheric.xlsx,19.4394304122048
1421,50.0,443.15,4.0,0.2,0.509,50.0,0.0,0.0,17.920454545454547,5754.777839054121,8.657785717292553,497.65037987544576,78.97121116043121,3,BioethanolProductionFromOxalicAcidPretreatedBiomassAndHemicellulose-richHydrolysates.xlsx,13.150562967071835
1422,103.787535289435,408.15,8.0,0.3059039461609055,8.0,90.037535289435,13.75,8.0,18.863636363636367,965.9460638106173,6.873107998089132,48.18169733446595,64.19919008484895,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.5001659942526118
1423,100.0,423.15,3.7,0.0,2.0,93.0,7.0,16.1,15.48,2758.465984912705,7.922430001627831,184.8103565821256,1.2661498708010337,21,HemicelluloseExtractionOfMixedSouthernHardwood.xlsx,7.721309311938224
1424,87.97823092237759,398.15,8.0,0.2039359641072704,8.0,75.47823092237759,12.5,8.0,18.863636363636367,411.06836413656606,6.01875953676262,15.943082320481533,82.16238122348642,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,3.903431943701264
1425,120.0,423.15,4.0,0.0,10.35,60.0,60.0,2.083333333333333,20.47,1779.6554741372292,7.484175070696675,119.23248811750038,4.7874938935026865,22,HemicelluloseRemovalFromHardwood.xlsx,26.262982180716065
1426,90.0,443.15,4.0,0.0,10.35,30.0,60.0,2.4166666666666665,20.47,3452.866703432473,8.146960093526562,298.59022792526747,19.3209574987787,22,HemicelluloseRemovalFromHardwood.xlsx,12.983367604981066
1427,67.4150141643059,448.15,20.0,0.10195862518989794,0.5,22.415014164305898,45.0,3.333333333333333,16.994318181818183,3620.8959428822322,8.194476772230997,326.3343367090062,44.20545307857361,31,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,11.793984572714237
1428,108.90445285308279,408.15,8.0,0.2039359641072704,8.0,95.15445285308279,13.75,8.0,18.863636363636367,1020.8416844377288,6.928382746825105,50.919908376611396,70.43755210515387,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,6.9827104913843385
1429,22.188865743851622,408.15,8.0,0.10196798205363516,8.0,8.43886574385162,13.75,8.0,18.863636363636367,90.53434350569373,4.505729264969943,4.51588189091802,82.02477470871514,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.8401204728752987
1430,121.8943179527302,408.15,8.0,0.3059039461609055,8.0,108.1443179527302,13.75,8.0,18.863636363636367,1160.2003310521663,7.056347968372525,57.871162058032354,60.356792261209634,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.6671716670130223
1431,42.85714285714286,493.15,15.0,0.0,0.325,15.0,27.857142857142854,7.0,25.4,51207.609418581415,10.843643421441193,4731.757532415202,1.8307086614173234,38,OptimizationOfHydrothermalCHEMPUP.xlsx,3.7690552088219347
1432,35.31220349990612,398.15,8.0,0.10196798205363516,8.0,22.812203499906122,12.5,8.0,18.863636363636367,124.2394669358457,4.822210888231143,4.8185660138829824,81.66810177093943,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.5436129403730234
1433,0.0,403.15,8.0,0.4052315391706937,0.5,0.0,0.0,103.20114667940756,33.20454545454545,0.0,0.0,0.0,0.0,10,DesignOfProcessParametersForProudctionOfXylose.xlsx,3.2352890968322754
1434,42.988560526231716,408.15,8.0,0.2039359641072704,8.0,29.23856052623172,13.75,8.0,18.863636363636367,313.6788713841663,5.748369759992926,15.646402017133674,79.75102940740807,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.5765081292130247
1435,180.0,413.15,6.0,0.0,4.0,150.0,30.0,3.8333333333333335,11.932,2258.598350288325,7.722499700875916,125.62472406987015,28.059001005698963,6,combined_autohydrolysis_and_alkali_pretreatments_for_cellulose_enzymatic_hydrolysis_of_eucalyptus_grandis_wood.xlsx,2.618697203208729
1436,9.4375,373.65,8.0,0.3059039461609055,8.0,0.0,9.4375,8.0,18.863636363636367,0.0,0.0,0.0,82.02858067882235,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,1.112107290150476
1437,0.0,413.15,6.0,0.0,4.0,0.0,0.0,0.0,11.932,0.0,0.0,0.0,0.0,6,combined_autohydrolysis_and_alkali_pretreatments_for_cellulose_enzymatic_hydrolysis_of_eucalyptus_grandis_wood.xlsx,2.819636106491089
1438,18.75,448.15,8.0,0.0,8.0,0.0,18.75,8.0,18.863636363636367,0.0,0.0,0.0,0.6106987951807229,34,MildAutohydrolysisAnEnvironmentallyFriendlyTechnologXyl.xlsx,2.251537704605654
1439,97.0,422.422727272727,7.69,0.0,5.0,30.0,67.0,2.2058823529411766,14.5,847.0174228902936,6.741721264558902,56.06245316567738,0.0,60,UtilizationOfHardwoodinBiorefineryAKineticInterpretationofPilot-ScaleHot-WaterPretreatment.xlsx,3.5525479316711426
1440,375.4,373.55,10.0,1.631338003038367,0.5,300.0,75.4,1.0,19.77272727272727,308.2469103269545,5.730901118724001,5.209099462196844,74.3448275862069,44,PrehydrolysisOfEucalyptusWoodWithDiluteSulphuricAcidAtmostpheric.xlsx,3.7778033552498727
1441,255.0,418.15,8.0,0.0,8.0,240.0,15.0,8.0,18.863636363636367,5071.979128012533,8.531486380969111,311.22066093511563,15.140240963855419,34,MildAutohydrolysisAnEnvironmentallyFriendlyTechnologXyl.xlsx,7.359232607921925
1442,585.0,413.15,5.66666666666667,0.0,2.0,570.0,15.0,0.0,19.318181818181817,8582.673731095636,9.057500767608257,477.3739514655066,59.21331579882153,54,SeverityFactorCoefficientsforSubcriticalLiquidHotWaterPretreatment.xlsx,1.034639523444092
1443,29.43225466817265,513.15,40.0,0.0,0.425,24.205831903944997,5.2264227642276415,41.137123745819395,20.9,320654.3451729434,12.678119015624885,25196.56128696171,0.8254289138539426,8,DegradationKineticsOfTheMainCarbohydratesInBirchWoodDuringHotWaterExtractionInABatchReactor.xlsx,2.596951533533753
1444,30.0,403.15,8.0,0.10195862518989794,8.0,30.0,0.0,0.0,19.43,229.3147896122184,5.435095686746902,10.144467405389133,11.05366584007861,41,optimization_of_furfural_production_by_acid_hydrolysis_of_eucalyptus_globulus_in_two_stages.xlsx,71.08521202857374
1445,72.8328611898017,448.15,20.0,0.10195862518989794,0.5,27.832861189801697,45.0,3.333333333333333,16.994318181818183,4496.088801114441,8.41096314251603,405.211356482274,65.03302231751684,31,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,14.092496481311287
1446,34.99092560121981,408.15,8.0,0.4078719282145407,8.0,21.240925601219818,13.75,8.0,18.863636363636367,227.8781667027705,5.428811129568294,11.366635538522686,79.67075888107884,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.26726309250462066
1447,108.20004674052,388.15,8.0,0.10196798205363516,8.0,96.95004674052,11.25,8.0,18.863636363636367,268.04235694920294,5.591145016340459,7.705290784680108,82.8191570564547,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.6006206795015743
1448,102.459618208517,448.15,20.0,0.10195862518989794,0.5,57.459618208517,45.0,3.333333333333333,18.744318181818183,9281.961498025395,9.135828171766812,836.5395737955258,30.76447130848194,31,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,10.347034708750495
1449,60.0,403.15,8.0,0.4052315391706937,0.5,58.982569444444465,1.0174305555555554,103.20114667940756,33.20454545454545,450.8525167646948,6.111140272196487,19.944891773842254,36.13963039014374,10,DesignOfProcessParametersForProudctionOfXylose.xlsx,5.060574604010931
1450,168.04505019878,398.15,8.0,0.2039359641072704,8.0,155.54505019878,12.5,8.0,18.863636363636367,847.1270266059703,6.741850655787451,32.8554009488232,74.52009299200601,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,3.569735499204924
1451,6.851355013550132,493.15,40.0,0.0,0.425,2.1111111111111103,4.740243902439024,41.137123745819395,20.9,7206.996881133678,8.882807622169203,665.9510601176949,93.67478697947195,8,DegradationKineticsOfTheMainCarbohydratesInBirchWoodDuringHotWaterExtractionInABatchReactor.xlsx,15.581616813456321
1452,155.0667817074502,373.65,8.0,0.10196798205363516,8.0,145.6292817074502,9.4375,8.0,18.863636363636367,150.65049197535697,5.014962531255392,2.556173586890965,90.55774965947542,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,6.343584925588701
1453,60.0,398.15,8.0,0.8104630783413873,0.5,59.03101851851852,0.9689814814814814,103.20114667940756,33.204545454545496,321.4938124434563,5.772978297593423,12.468977825811558,40.958247775496176,48,ProductionOfXyloseFromMerantiWood.xlsx,1.370650882185629
1454,30.0,443.15,8.0,0.40783450075959177,8.0,30.0,0.0,0.0,19.43,3452.866703432473,8.146960093526562,298.59022792526747,64.85986992935011,41,optimization_of_furfural_production_by_acid_hydrolysis_of_eucalyptus_globulus_in_two_stages.xlsx,26.604624720609877
1455,97.89856067732799,408.15,8.0,0.10196798205363516,8.0,84.14856067732799,13.75,8.0,18.863636363636367,902.7676146431744,6.80546517217233,45.0303361664955,76.70708438916243,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,2.141380043459307
1456,34.8,473.15,5.66666666666667,0.0,2.0,19.8,15.0,4.0,19.318181818181817,17419.454836446334,9.765342954649643,1711.0919103279143,47.572858722083815,54,SeverityFactorCoefficientsforSubcriticalLiquidHotWaterPretreatment.xlsx,17.008211224205247
1457,20.0468690702087,433.15,10.0,0.10195862518989796,0.5,17.5468690702087,2.5,54.0,20.909,1025.2298841115946,6.932672143608185,79.50153004335024,19.239420338045672,55,sugar_yields_from_dilute_oxalic_acid_pretreatment_of_maple_wood.xlsx,4.649839000333234
1458,204.21503571809018,373.65,8.0,0.3059039461609055,8.0,194.77753571809018,9.4375,8.0,18.863636363636367,201.49334829944976,5.3057563699210215,3.4188535868938685,84.09801361296483,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,6.409674379566397
1459,82.0,417.87727272727204,7.69,0.0,5.0,15.0,67.0,2.2058823529411766,14.5,311.19124974956515,5.740407674137603,18.99804329223405,0.0,60,UtilizationOfHardwoodinBiorefineryAKineticInterpretationofPilot-ScaleHot-WaterPretreatment.xlsx,3.873322010040283
1460,218.1923216741092,373.65,8.0,0.10196798205363516,8.0,208.7548216741092,9.4375,8.0,18.863636363636367,215.952562690032,5.375058766389004,3.664191397794916,87.8016512857296,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,4.08244352205773
1461,85.83329407435659,408.15,8.0,0.4078719282145407,8.0,72.08329407435659,13.75,8.0,18.863636363636367,773.3283008447495,6.6507036684427305,38.573861965427255,68.05483845626718,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,2.044180192107021
1462,216.45974289580502,388.15,8.0,0.4078719282145407,8.0,205.20974289580502,11.25,8.0,18.863636363636367,567.3530338974285,6.340981744710898,16.3094376333164,73.46689919194718,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,1.0155289526893654
1463,60.0,453.15,6.0,0.0,0.42,60.0,0.0,0.0,24.88636363636364,13603.377354467051,9.518073375781425,1267.0667872901276,34.966278109943055,51,research_on_the_dissolution_of_pentosans_during_eucalyptus_hydrolysate_pretreatment.xlsx,26.714097056781434
1464,285.0,433.15,4.76,0.0,5.0,107.8125,177.1875,0.7619047619047619,21.59,6299.2774630344165,8.74819021739517,488.4779543007528,19.43653491990905,24,HotWaterPretreatment.xlsx,1.3923054124627612
1465,390.0,388.15,10.0,0.8156690015191835,0.5,360.0,30.0,3.0,19.77272727272727,995.3089425524034,6.903053183992529,28.61168999648861,62.20689655172415,45,PrehydrolysisOfEucalyptusWoodWithDiluteSulphuricAcidAutoclave.xlsx,1.7331035219389932
1466,675.4,373.55,10.0,1.631338003038367,0.5,600.0,75.4,1.0,19.77272727272727,616.4938206539091,6.424048299283945,10.418198924393687,84.45977011494256,44,PrehydrolysisOfEucalyptusWoodWithDiluteSulphuricAcidAtmostpheric.xlsx,0.034614475294119984
1467,229.31046152475517,373.65,8.0,0.3059039461609055,8.0,219.87296152475517,9.4375,8.0,18.863636363636367,227.45404933277595,5.4269482370352735,3.859343740018734,83.49272318430927,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,5.704118447981145
1468,126.0,423.15,20.0,0.0,1.625,125.48090277777777,0.5190972222222222,28.896321070234126,18.6,3721.879592135894,8.22198408636615,249.35667082374349,53.08602150537635,23,HemicellulosesFromStonePineHolmOakAndNorwaySpruceWithSubcriticalWaterExtraction.xlsx,16.97354880712365
1469,66.0273605698159,408.15,8.0,0.10196798205363516,8.0,52.277360569815905,13.75,8.0,18.863636363636367,560.8451020620881,6.329444756990941,27.97513233034014,78.89772659783031,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.2840638781037512
1470,90.0,433.15,4.5,0.33129196199736394,4.0,90.0,0.0,0.0,17.2386,5258.527273489599,8.567606280499756,407.77290098149786,17.068916324565507,47,pretreatment_of_hardwood_chips_via_autohydrolysis_supported_by_acetic_and_formic_acid.xlsx,20.898525234272384
1471,60.0,433.15,5.0,0.0,13.375,20.0,40.0,2.0,16.81818181818182,1168.561616331022,7.063528883723482,90.61620021811063,10.151434594559078,59,UnderstandingofpHValueAndItsEffectOnAutohydrolysisPretreatmentPriorToPoplar.xlsx,7.362839633392696
1472,12.5,473.15,15.0,0.0,0.335,10.0,2.5,70.0,17.045454545454547,8797.704462851685,9.082246109943195,864.1878334989467,81.01314469467094,28,KineticsOfTheHydrolysisOfXylanBasedOnEtherBondCleavageInSubcriticalWater.xlsx,15.703108989104535
1473,60.0,463.15,6.0,0.0,0.42,60.0,0.0,0.0,24.88636363636364,26796.846119786227,10.196039477476338,2602.471310024277,7.372355614762268,30,kinetics_of_polysaccharide_hydrolysis_in_the_acid_catalysed_delignification_of_eucalyptus_globulus_wood_by_acetic_acid.xlsx,27.533329810042417
1474,330.0,388.15,10.0,0.40783450075959177,0.5,300.0,30.0,3.0,19.77272727272727,829.4241187936694,6.720731627198575,23.843074997073842,63.21839080459771,45,PrehydrolysisOfEucalyptusWoodWithDiluteSulphuricAcidAutoclave.xlsx,2.5262381016522895
1475,60.0,413.15,9.0,0.13254621274686734,0.5,60.0,0.0,0.0,14.64,903.4393401153302,6.806208969001761,50.24988962794807,34.698972523666605,17,evaluation_of_the_kinetics.xlsx,11.016156971908792
1476,74.73324195066161,408.15,8.0,0.3059039461609055,8.0,60.98324195066162,13.75,8.0,18.863636363636367,654.2440586727631,6.483480460242179,32.6339020353666,70.0362665503055,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,1.2604868261844047
1477,60.1141323619072,433.15,6.0,0.0,5.0,60.1141323619072,55.0,2.4545454545454546,21.59090909090909,3512.3533838583644,8.164041571520523,272.3657127022294,29.60233049888836,9,degradation_and_redeposition_of_the_chemical_components_of_aspen_wood_during_hot_water_extraction.xlsx,8.098351769640313
1478,6.0,448.15,19.0,0.10195862518989794,0.84,6.0,0.0,0.0,16.59,969.2331888814642,6.8765052319399205,87.35243287831615,92.99658711764256,32,kinetic_characterization_of_xylose_monomer_and_oligomer_concentrations_during_dilute_acid_pretreatment.xlsx,5.700627644986312
1479,45.0,403.15,8.0,0.2548965629747449,8.0,45.0,0.0,0.0,19.43,343.97218441832763,5.840560794855065,15.216701108083699,39.30192298694613,41,optimization_of_furfural_production_by_acid_hydrolysis_of_eucalyptus_globulus_in_two_stages.xlsx,38.27378349498746
1480,50.0,433.15,9.0,0.13254621274686734,0.5,50.0,0.0,0.0,14.64,2921.404040827555,7.979819615597638,226.54050054527664,73.77049180327869,17,evaluation_of_the_kinetics.xlsx,2.4758674746654066
1481,60.0,373.15,10.0,0.20261576958534688,0.5125,55.0,5.0,15.0,16.3,55.0,4.007333185232471,0.9144878318451528,74.04907975460122,36,MonomericCarbohydratesProductionFromOliveTreePruningBiomassModeling.xlsx,25.384857037316067
1482,29.923883626522255,388.15,8.0,0.4078719282145407,8.0,18.67388362652226,11.25,8.0,18.863636363636367,51.62856490461253,3.944075102739464,1.4841426926459984,82.36795920867425,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,2.1613933517406565
1483,30.486976212874602,408.15,8.0,0.10196798205363516,8.0,16.7369762128746,13.75,8.0,18.863636363636367,179.5586278650076,5.1905017722327615,8.956441550632992,82.00110536452429,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,1.8850393855203862
1484,17.5,493.15,15.0,0.0,0.335,15.0,2.5,78.0,17.045454545454547,51207.609418581415,10.843643421441193,4731.757532415202,13.631345399118198,28,KineticsOfTheHydrolysisOfXylanBasedOnEtherBondCleavageInSubcriticalWater.xlsx,4.441974989675748
1485,9.4375,373.65,8.0,0.4078719282145407,8.0,0.0,9.4375,8.0,18.863636363636367,0.0,0.0,0.0,82.47780977212844,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,2.2231176944917195
1486,155.0,403.15,10.0,0.8156690015191835,0.5,120.0,35.0,3.0,19.77272727272727,917.2591584488736,6.821390047866792,40.57786962155653,63.72413793103449,45,PrehydrolysisOfEucalyptusWoodWithDiluteSulphuricAcidAutoclave.xlsx,2.2400878380084777
